# Pathway	SSM01_Abundance	SSM02_Abundance	SSM03_Abundance	SSM04_Abundance	SSM05_Abundance	SSM06_Abundance	SSM07_Abundance	SSM08_Abundance	SSM09_Abundance	SSM10_Abundance	SSM11_Abundance	SSM12_Abundance	SSM13_Abundance	SSM14_Abundance	SSM15_Abundance	SSM16_Abundance	SSM17_Abundance	SSM18_Abundance	SSM19_Abundance	SSM20_Abundance	SSM21_Abundance	SSM22_Abundance	SSM23_Abundance	SSM24_Abundance	SSM25_Abundance	SSM26_Abundance	SSM27_Abundance	SSM28_Abundance	SSM29_Abundance	SSM30_Abundance	SSM31_Abundance	SSM32_Abundance	SSM33_Abundance	SSM34_Abundance	SSM35_Abundance	SSM36_Abundance	SSM37_Abundance	SSM38_Abundance	SSM39_Abundance	SSM40_Abundance	SSM41_Abundance
PWY-6876: isopropanol biosynthesis (engineered)	0	0	0	0	2.93691e-05	4.54896e-06	0	0	0	0	0	0	0	0	0	0	1.16897e-05	0.000131878	0.000184881	0	0	4.54538e-05	0.000117632	0.000314225	0	0	0.000102726	0	8.82822e-05	0	7.14924e-05	0	6.39965e-05	0	0	0	0	0	0	0	0
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	5.50236e-05	0.000248549	0	0.000129695	0.000186797	0.000124935	0	0	0	0	0	6.37265e-05	0	0.000209793	0	0	0	5.69331e-05	0	0	0.000158515	2.82799e-05	0	0	0	0	0	0	0	0.000116686	4.67601e-05	0	5.10993e-05	0	0	0	0	0	0	0	0
PWY-6897: thiamine diphosphate salvage II	0.000222222	0.000245538	0.000242225	0.000288468	0.000112575	0.000224828	0.000149751	0	0	2.63083e-05	0.000119779	0.000201224	2.8803e-05	0.000227925	8.79326e-05	0.000100103	9.32578e-06	7.40818e-05	7.98905e-05	0.000138501	0.00021665	0.000127666	0	3.68266e-05	0	0.000321639	0.00023517	1.3144e-05	0.000169267	0.000137778	6.79678e-05	0.000880373	0.000110526	9.83976e-05	5.40391e-05	0	9.86416e-05	0.000180048	5.15131e-05	0.000124976	0
PWY-6901: superpathway of glucose and xylose degradation	0.000153838	0.00014815	9.21231e-05	0.000202803	8.50414e-05	0.000195349	0.000153015	0	0	3.65254e-05	5.39018e-05	0.000226854	3.93642e-05	0.000246917	8.20159e-05	8.77319e-05	0	0.000197334	0.000215677	0.000137201	0.000237587	0.000115483	6.77111e-05	0.000151256	0	0	0.000109318	7.48078e-05	7.0344e-05	0.000175123	0.000113934	0	0.000145852	3.22049e-05	0.000101274	0	0.000162724	0.00019356	0	0.00019665	0
PWY-6902: chitin degradation II (Vibrio)	2.43379e-05	1.72091e-05	0	1.71316e-05	0	3.72578e-05	3.42662e-05	0	0	0	0	0	0	0.000126169	0	1.30963e-05	4.64308e-06	1.5061e-05	0	1.478e-05	0.000105459	6.41983e-05	0	1.58284e-05	0	0	9.02149e-06	0	2.50962e-05	4.13932e-05	0	0	0	0	0	0	0.00010112	5.22045e-05	2.84911e-05	5.33622e-06	0
PWY-6906: chitin derivatives degradation	4.31673e-05	0	0	4.02138e-05	0	3.92322e-05	3.94783e-05	0	0	0	0	1.87027e-05	0	0	3.14475e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6922: L-N&delta;-acetylornithine biosynthesis	0	9.14422e-06	0	5.47565e-06	1.58656e-05	1.34293e-05	0	0	0	0	0	6.88521e-06	0	5.6332e-05	0	0	0	0	0	0	1.85527e-05	0	0	0	0	0	0	0	0	3.16899e-06	0	0	0	0	0	0	0	0	0	0	0
PWY-6936: seleno-amino acid biosynthesis (plants)	0.000184156	0.000392391	0.000290926	0.000161505	3.98839e-05	0.000190645	6.38786e-06	0.000767479	0	0.000282055	0.000304907	0.000214316	0.00133619	0.000394092	4.11129e-05	0.00013553	3.99349e-05	6.98978e-05	1.08891e-05	0.000148054	0.000287036	1.45204e-05	2.63781e-05	6.87356e-05	0.000133358	0.000311932	0.000128152	0.000286376	1.0115e-05	0.000117431	0.000171612	0.000886163	3.83044e-05	0	0.000312087	0	0.000260521	7.64859e-05	7.26656e-05	1.505e-05	0
PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.98767e-06	0	0	0
PWY-6961: L-ascorbate degradation II (bacterial, aerobic)	0	0.000164295	0	1.08288e-05	2.73685e-05	2.00686e-05	0	0	0	0	0	2.36918e-05	0	0.000248017	0	0	0	0	0	0	0.000133136	0	0	0	0	0	0	0	0	5.01994e-05	0	0	2.76266e-05	0	0	0	0.000247556	0	0	0	0
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	7.10543e-05	8.5143e-05	4.90706e-05	4.86178e-05	3.05148e-05	5.18554e-05	0	0	0	1.91916e-05	9.00148e-05	0.000146324	0	0.000199563	9.05014e-05	9.56729e-05	0	4.46e-06	0	0	0.000168739	2.11938e-05	0	1.59934e-05	0	1.06576e-05	3.59645e-05	0	7.04768e-05	8.4333e-05	1.71356e-05	0	6.17421e-05	6.30596e-05	2.43213e-05	0	0.000131162	5.16577e-05	0	3.98863e-05	0
PWY-6992: 1,5-anhydrofructose degradation	1.09543e-05	5.45016e-06	0	0	0	0	0	0	0	0	0	0	0	2.41363e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8651e-05	0	1.15942e-05	0
PWY-7013: (S)-propane-1,2-diol degradation	5.20005e-05	0	0	2.5302e-06	5.98605e-05	3.67435e-05	9.6426e-06	0	0	0	0	3.18716e-05	0	0.000566585	8.81486e-05	3.49885e-05	0.000190875	0.000334963	0.000377777	0	0.000282193	8.97908e-05	0.000227302	0.000409473	0	0	0.000180768	0.000428262	0.000208027	0.000155085	0.000219687	0	0.000144988	0	0	0	0.000255608	0.0002127	0	0.000360041	0
PWY-702: L-methionine biosynthesis II	0.000101185	0.000281929	0.000102808	7.55316e-05	3.71321e-05	5.02185e-05	8.63484e-06	0.00040549	0	2.63976e-05	9.63638e-05	0.00018634	0.000864264	0.000309373	3.62759e-05	6.4281e-05	4.33872e-05	6.76104e-05	1.4892e-05	0.000129096	0.000319843	1.68913e-05	7.85863e-05	8.54248e-05	0.00012755	0.000176427	8.4146e-05	0.00012178	1.35918e-05	0.000106144	0.00010653	0	4.43679e-05	0	0	0	0.000316166	6.85892e-05	2.45082e-05	3.37821e-05	0
PWY-7094: fatty acid salvage	0	9.86169e-05	0	0	4.12414e-06	9.30191e-06	0	0	0	0	0	0	0	0.000161159	0	0	0	0	0	0	0.000110536	0	0	0	0	0	0	0	0	2.08539e-05	0	0	0	0	0	0	0.000203858	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)	0.000541375	0.000712839	0.000253541	0.000359027	0.000242088	0.000345874	9.67184e-05	0.000452909	0	0.000451883	0.000453895	0.00042285	0.00094854	0.000507316	0.000210799	0.000174889	0.00047459	0.000540242	0.000482201	0.000332475	0.000391353	0.000365544	0.000422882	0.000590156	0.000849749	0.000712193	0.00043853	0.000486826	0.000433932	0.000354317	0.000367364	0	0.000348369	0.000172579	0.000452519	0	0.000262244	0.000408072	5.5341e-05	0.000479562	0
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	5.74643e-05	3.78807e-05	0	9.69212e-05	3.08222e-06	9.7883e-05	0	0	0	2.64085e-05	0.00010046	0.000146465	2.77907e-05	0.000254712	4.55448e-05	1.14071e-05	0	3.01172e-05	0	0.000102182	0.000188501	0	0	1.29848e-05	0	0	9.14768e-06	0	0	3.84218e-05	0	0	2.39818e-05	0	0	0	0.000177852	4.27813e-05	0	0	0
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	8.44482e-05	8.79899e-05	2.47558e-05	0.00013832	2.6351e-05	0.000141731	0	0	0	0.000394729	0.00037064	0.000204249	4.97185e-05	0.000486285	7.49324e-05	2.88342e-05	0	3.46973e-05	0	0.000130979	0.000226916	1.04585e-05	0	2.22907e-05	0	0	2.05865e-05	0	0	0.000130389	1.25492e-05	0	3.93652e-06	0	2.71793e-05	0	0.000361753	4.24819e-05	0	4.52214e-06	0
PWY-7118: chitin deacetylation	0	7.88052e-05	0	4.40219e-06	1.38741e-05	1.69006e-05	0	0	0	1.75114e-05	8.88208e-05	3.96006e-06	0	0.000287523	0	0	0	1.61591e-05	0	0	9.62544e-05	5.48736e-06	0	0	0	0	0	0	0	5.50578e-05	0	0	1.11753e-06	0	0	0	0.000118462	0	0	0	0
PWY-7165: L-ascorbate biosynthesis VIII (engineered pathway)	0	0	0	0	0	0	0	0	0	0	0	0	0	8.01888e-05	0	0	0	0	0	0	4.88442e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	7.14771e-06	6.91717e-05	0.000285546	1.61239e-05	1.73012e-05	1.00531e-05	0	0.000297712	0	0.000284914	0.00013638	1.48055e-05	0.000613255	0.00026614	0	0	0	0	0	9.22486e-05	0.000129693	2.40407e-05	0	0	0	0	0	0	0	3.76777e-05	0	0	0	0	0	0	0.000164546	4.03341e-05	0	0	0
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	0	5.56431e-05	0	0	1.10442e-05	1.00599e-05	0	0	0	0	0	0	0	0.000212478	0	0	0	0	0	0	0.000110903	0	0	0	0	0	0	0	0	1.54761e-05	0	0	0	0	0	0	0.000135445	0	0	0	0
PWY-7196: superpathway of pyrimidine ribonucleosides salvage	0	0	0	0	0	1.20641e-05	0	0	0	0	0	0	8.06947e-06	0	0	0	0	6.33956e-05	0	0	4.85324e-05	0	0	2.65327e-05	0	0	0	0	0	6.91944e-05	0	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	4.54921e-05	5.99454e-05	0.000201669	6.78779e-05	2.1035e-05	8.31343e-05	6.8136e-05	0.000337426	2.1188e-05	0.000244905	0.000299046	0.000103944	0.000637904	0.000269667	0.000123849	3.99945e-05	0	7.56148e-05	7.24172e-05	0.000122628	0.000101321	8.49753e-05	0	1.62118e-05	0	0.000149687	7.42026e-05	2.67512e-05	5.34369e-05	0.000145672	1.75275e-05	0	0.000196659	0	7.83927e-05	8.30024e-06	0.000161069	0.00013145	0.000138408	0.000116535	0
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	4.16752e-05	1.08812e-05	0.000295878	9.49759e-05	2.07298e-05	0.000115668	9.10682e-05	0.00027329	0	0.000259493	0.000113395	0.000144274	0.000560412	3.77352e-05	7.99899e-05	1.87181e-05	0	9.05106e-05	0	0.000156225	9.87248e-05	3.69765e-05	0	2.65029e-05	0	0	4.44024e-05	0	5.03095e-05	0.000148329	2.44211e-05	0	4.13388e-05	0	0.000101762	0	0.00013234	0.000143402	0	7.03764e-05	0
PWY-7199: pyrimidine deoxyribonucleosides salvage	0.000304583	0.000170916	0.000458033	0.000240923	0.000483556	0.000213447	0.000333826	0.000341599	0	8.86828e-06	4.34802e-05	0.000269502	0.000687923	0.000182484	0.000235805	0.00024641	0.000409384	0.000296657	0.000328368	0.000347973	0.000176418	0.000406166	0.000477415	0.000372863	0	0.000199803	0.000354516	0.000636648	0.000410436	0.000239399	0.000469096	0	0.000303493	0.000477313	0.000449747	0	5.35029e-05	0.000315906	0.000289356	0.000378898	0
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	0	0	0	3.51726e-05	0	0	0	0	0	1.35715e-05	6.8419e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.045e-05	0	0	0	0	0	0	0	0
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	0	4.28883e-05	0	3.68369e-06	1.71473e-05	1.0576e-05	0	0	0	0	0	0	0	3.25379e-05	0	0	0	0	0	0	6.29875e-05	0	0	0	0	0	0	0	0	3.10371e-05	0	0	0	0	0	0	0	0	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage	6.55399e-05	9.23615e-05	0.000243165	9.4289e-05	3.37251e-05	0.000115186	0.000110344	0.000339798	0	0.000367451	0.000364073	0.000141698	0.000761513	0.00029002	0.000166695	6.48315e-05	0.000130404	0.000182181	0.00018453	0.000164442	0.000148515	0.00012099	0.000181264	0.000259437	0	0.000206774	0.000113679	3.93051e-05	0.000124442	0.000187599	0.000152083	0	0.000296059	4.08031e-05	0.000115686	1.24121e-05	0.000151861	0.000170967	0.000211427	0.000215774	0
PWY-7209: superpathway of pyrimidine ribonucleosides degradation	0	0	0	6.81076e-06	0	3.26735e-05	0	0	0	1.66282e-05	6.504e-05	5.6069e-05	0	1.53253e-05	0	0	0	2.1811e-05	0	0	1.12896e-05	0	0	2.09765e-05	0	0	0	0	0	3.41171e-05	0	0	0	0	0	0	0	0	0	0	0
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	7.76938e-06	1.46528e-05	0.00027407	0	0	0	0	0.000373881	0	0.000267399	0.000143478	0	0.000623159	0	0	0	0	0	0	9.24689e-05	0	2.56426e-05	0	0	0	0	0	0	0	1.42317e-05	0	0	0	0	0	0	0.000172125	4.29333e-05	0	0	0
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	1.28363e-05	7.8523e-05	0	1.65269e-05	2.75864e-05	1.51846e-05	0	0	0	0	0	2.41483e-05	2.02102e-05	0.000197772	0	0	0	0	0	0	9.13873e-05	3.85037e-05	0	0	0	0	0	0	0	6.04283e-05	0	0	0	0	0	0	9.07166e-05	6.57683e-05	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	5.12078e-05	7.50247e-05	0.000233512	7.45963e-05	2.3562e-05	9.10708e-05	0.000106627	0.00038126	0	0.000411268	0.000434064	0.000115019	0.000767368	0.000337539	0.000133485	4.46202e-05	0	8.56117e-05	8.36014e-05	0.000131948	0.000126703	9.68514e-05	0	1.81556e-05	0	0.000173234	8.17993e-05	3.00405e-05	5.92562e-05	0.000174785	2.00967e-05	0	0.000240182	0	9.24448e-05	9.38891e-06	0.00021476	0.000151258	0.000199551	0.000132626	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis	0.000459192	0.000291733	0.000337928	0.000497215	0.000519252	0.000414966	0.000321322	0.000594841	3.51944e-05	0.000416514	0.00041569	0.000494205	0.000980444	0.000294079	0.000399347	0.000389384	0.000339574	0.000471112	0.00038182	0.000449707	0.000397364	0.000381194	0.000721426	0.000483718	0.000401276	0.000499319	0.000360373	0.000587868	0.000385043	0.000351098	0.000406446	0	0.000502345	0.000619598	0.000486804	0.000526809	0.000297465	0.000412503	0.000273305	0.000391508	2.59876e-05
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	5.12078e-05	7.50247e-05	0.000233512	7.45963e-05	2.3562e-05	9.10708e-05	0.000106627	0.00038126	0	0.000411268	0.000434064	0.000115019	0.000767368	0.000337539	0.000133485	4.46202e-05	0	8.56117e-05	8.36014e-05	0.000131948	0.000126703	9.68514e-05	0	1.81556e-05	0	0.000173234	8.17993e-05	3.00405e-05	5.92562e-05	0.000174785	2.00967e-05	0	0.000240182	0	9.24448e-05	9.38891e-06	0.00021476	0.000151258	0.000199551	0.000132626	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	9.23266e-05	0.000120754	0.000283295	0.000130034	4.5126e-05	0.000150969	0.000164007	0.00046946	0	0.00042205	0.000432156	0.000188448	0.000887344	0.000321601	0.000203195	8.04837e-05	0	0.000145737	0.000137442	0.000206498	0.000193497	0.000156126	0	3.50608e-05	0	0.000260301	0.000135231	5.7278e-05	0.000103162	0.000236073	3.83943e-05	0	0.000326339	0	0.000156153	1.8455e-05	0.000253246	0.000222149	0.000237361	0.000199507	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	0.000162432	0.000215528	0.000318241	0.000215468	8.43286e-05	0.000233925	0.000264587	0.000503934	0	0.000360856	0.000379493	0.000290942	0.000913687	0.000389789	0.000278667	0.000136946	0	0.000222198	0.000207247	0.000317961	0.000288954	0.000253434	0	6.64451e-05	0	0.000366199	0.000228972	0.000106526	0.000178829	0.000300636	7.40334e-05	0	0.000427682	0	0.000250275	3.57071e-05	0.000236012	0.000300038	0.000234171	0.000282369	0
PWY-7234: inosine-5'-phosphate biosynthesis III	0.000107807	0.000190729	0.000305388	0.000321821	0.000484851	0.000280519	7.98467e-05	0.00044552	0	0.000323319	0.000310517	0.00029524	0.000790605	0.000314508	5.96916e-05	9.67608e-05	1.52077e-05	6.32149e-05	0	0.000215837	0.000293691	0.000205952	6.09271e-06	5.02251e-05	0	0	0.00015452	1.76606e-05	0.000221116	0.000198982	2.29088e-05	0	9.44942e-05	0.000533259	9.50033e-06	9.90495e-06	0.000136919	4.29282e-05	0.000164617	2.03049e-05	0
PWY-7237: myo-, chiro- and scyllo-inositol degradation	0.000206809	0.000141419	0.000211875	0.000131032	5.88722e-05	8.5232e-05	0	0	0	0	0	0.000143649	0	0	0	0	0	0.000235036	0	9.66709e-05	0.000166998	0	0	0	0	0.000206355	0.000310126	0	0	7.41943e-05	0	0.000605769	0	0	0	0	0.000317008	0	0	0	0
PWY-7238: sucrose biosynthesis II	0.000688604	0.000775035	0.000131414	0.000659782	0.000311236	0.000498906	0.000335768	0.000333783	0	0.000235355	0.000189089	0.000647785	0.000591814	0.000485847	0.000236232	0.000209956	0.000375607	0.000436024	0.000353806	0.000672211	0.000700384	0.000409817	0.00103712	0.000802973	0.00092747	0.000388602	0.000699865	0.00116285	0.000438587	0.000331438	0.000816841	0	0.000381884	0.00051186	0.000579143	0	0.000336201	0.000354464	0	0.000364672	0
PWY-7242: D-fructuronate degradation	0.000121526	0.000121425	0.000152537	9.84006e-05	1.48409e-05	3.82082e-05	5.43471e-05	0	0	0	0	0.000100825	0	6.03936e-05	0	4.36125e-05	7.32454e-05	7.9858e-05	4.55276e-05	7.74811e-05	0.000145846	2.84713e-05	1.78156e-05	0.00010266	0	0.000100865	2.62251e-05	0.000163138	1.45726e-05	3.11587e-05	2.06896e-05	0	4.97843e-05	8.09555e-05	2.57792e-05	0	0.000115667	7.31328e-05	5.11584e-05	2.13667e-05	0
PWY-7245: superpathway of NAD/NADP - NADH/NADPH interconversion (yeast)	0	0	0	0	0	0	0	0	0	0.000207121	7.69038e-05	0	0	0.000169979	0	0	0	0	0	0	7.4964e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	0.000335593	0.000373772	0.000303411	0.000331164	0.000250736	0.000315254	0.000303651	0	0	0.000327569	0.000326618	0.000423997	0.000323466	0.000343309	0.000226836	0.000225161	0.000259203	0.000369105	0.000373112	0.000344904	0.00037116	0.000335395	0.000582267	0.000381528	0.000442418	0.000440979	0.000361477	0.000423433	0.000368314	0.000250235	0.000401876	0	0.000349551	0.000428331	0.000344398	6.56658e-05	0.000223748	0.000348859	9.81529e-05	0.00034313	0
PWY-7254: TCA cycle VII (acetate-producers)	0	0	0	0	0	1.90623e-05	0	0	0	0	4.556e-05	1.36045e-05	0	0	0	0	0	1.4394e-06	0	0	0	0	0	0	0	1.04227e-05	0	0	0	5.21824e-05	0	0	0	0	0	0	0	0	0	0	0
PWY-7268: cytosolic NADPH production (yeast)	0	0	0	0	0	0	0	0	0	0.000273429	0.000105629	0	0	0.00016595	0	0	0	1.27762e-05	0	0	8.92603e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7269: mitochondrial NADPH production (yeast)	0	0	0	0	0	2.25816e-06	0	0	0	0.000254041	0.000105513	0	0	0.000218496	0	0	0	8.64175e-06	0	0	8.56123e-05	0	0	0	0	0	0	0	0	4.65226e-06	0	0	0	0	0	0	0.000101997	0	0	0	0
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	0.000154011	0.000151937	0.000156127	0.00016668	5.3643e-05	0.000104677	8.76672e-05	0	0	0.000254698	0.000287646	0.000125889	0	0.00017875	3.23009e-05	5.97212e-05	0	9.90664e-05	7.74243e-05	9.29388e-05	0.000211535	0.00010574	0	3.18636e-05	0	0	0.000119402	0	0.000141921	0.000147875	3.65491e-05	0	4.25607e-06	3.52865e-05	3.03488e-05	0	0.000161014	0.000150233	0	5.1031e-05	0
PWY-7312: dTDP-&beta;-D-fucofuranose biosynthesis	0	0	0	0	0	0	3.39483e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.64878e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	0	7.09104e-05	0	1.3365e-05	1.44255e-05	6.50541e-06	5.56634e-06	0	0	0	0	1.00098e-05	0	0.000246098	0	0	0	0	0	0	0.000112659	0	0	0	0	0	0	0	0	1.4236e-05	0	0	1.68342e-06	0	0	0	0.00013757	3.28618e-05	0	0	0
PWY-7316: dTDP-N-acetylviosamine biosynthesis	1.76874e-05	9.32705e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.33668e-05	0	2.36111e-05	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	2.73211e-05	0.000149927	0	3.10315e-05	4.9973e-05	1.36139e-05	4.85451e-05	0	0	0.000191337	0.0001397	3.58573e-05	0	9.10299e-05	1.58578e-05	0	0	4.95793e-05	0.00012911	6.27729e-05	5.71184e-05	3.97153e-05	0	5.73128e-05	0	0	3.64387e-05	0	3.95021e-05	0.000106087	3.00728e-05	0	5.42563e-05	0	0	0	8.923e-05	0.000127922	0.000115968	0.000114279	0
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	0.000102035	0.000174481	2.01445e-05	6.91743e-05	5.95573e-05	9.05105e-05	1.55273e-05	0	0	0	0	0.000194322	0.000166533	2.62665e-05	0.000100724	5.90889e-05	3.68718e-05	0.000186647	0.000125738	8.03742e-05	0.0001327	0.000110336	0.000130654	0.000152736	0	0	9.43425e-05	4.31332e-05	8.26213e-05	0.000129516	5.83965e-05	0	0.000113153	4.44003e-05	2.66642e-05	0	0	0.000165815	0	0.000172698	0
PWY-7340: 9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)	0	6.49869e-05	0	6.6733e-06	1.43361e-05	9.86496e-06	0	0	0	0.000390675	0.000155128	4.13393e-06	0	0	0	0	0	0	0	0	1.62987e-05	0	0	0	0	0	0	0	0	1.97508e-05	0	0	0	0	0	0	0	0	0	0	0
PWY-7345: superpathway of anaerobic sucrose degradation	0.00012467	0.000136096	0.000124491	0.000120175	3.60614e-05	0.000115419	7.05322e-05	0	0	2.38747e-05	0.000106638	0.000173767	0	0.000299878	0	0	0	7.79882e-05	0	0.000167592	0.000245873	5.91949e-05	0	6.28948e-05	0	0	7.30678e-05	0	0	0.000111384	0	0	0.000144189	0	0	0	0.000242955	0.000153615	0	7.71278e-05	0
PWY-7356: thiamine diphosphate salvage IV (yeast)	0.000111699	3.4057e-05	0.000151473	0.000102898	3.23431e-05	0.000113273	6.92696e-06	0	0	0	0	0.000124285	5.07724e-05	0.000178522	3.32667e-05	2.13213e-05	0	3.48e-05	0	0.000124531	0.000183038	6.29222e-05	0	0	0	9.36678e-05	5.86538e-05	0	1.46075e-05	8.47255e-05	9.40963e-05	0.000868713	6.41629e-06	2.94301e-05	2.10067e-05	0	4.78777e-05	6.24088e-05	6.49993e-05	4.50274e-05	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	0.000345499	0.000222207	0.000195865	0.000311326	8.38526e-05	0.000235664	0.000172762	0	0	1.64704e-05	0.000106348	0.000289352	5.13497e-05	0.000234944	0.000109319	9.54625e-05	1.81743e-05	0.000163449	9.59031e-05	0.000232473	0.000331388	0.000111398	2.9277e-05	0.000116842	0	0.000385387	0.00027127	0.000254345	0.000129006	0.000141432	0.000154641	0.00116169	0.000106919	7.88954e-05	0.000290706	0	7.98698e-05	0.000196397	5.31505e-05	0.000146969	9.41305e-05
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80057e-05	2.1453e-05	0	0	0	2.42116e-05	0	9.17142e-05	0	0	0	0.000322629	0	0	0	2.69035e-05	0	0	0	0	0	0	0	0	0	0	0
PWY-7376: cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)	0	0	0	0	0	0	0	0	0	0.00015234	0.000123318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	0.000130573	5.06355e-05	0	0.000116304	9.90995e-05	9.61942e-05	1.07732e-05	0	0	0	0	0.000145648	7.53829e-05	8.07497e-05	0.000106253	0.00013298	0	5.78354e-05	0.000108979	0.000102483	0.00010999	0.000178533	0	1.67903e-05	0	1.33275e-05	0.000108054	0	0.000103646	0.000169511	5.80611e-05	0	4.92657e-05	0.000162669	6.01359e-05	0	0	0.000120752	0	0.000142452	0
PWY-7385: 1,3-propanediol biosynthesis (engineered)	0	8.99727e-05	0	0	1.85447e-05	4.81363e-06	0	0	0	0	0	1.50484e-05	0	8.23437e-05	0	1.42733e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2992e-05	0	0	0	0	0	0	0	0	0	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	0	0	0	0	0	1.35098e-05	0	0	0	0	0	0	5.50088e-05	7.40569e-05	0	0	0	0	0	0	5.08281e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7391: isoprene biosynthesis II (engineered)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.66431e-05	0	0
PWY-7392: taxadiene biosynthesis (engineered)	6.502e-05	0	0.000166397	6.20313e-05	2.46129e-05	3.95861e-05	3.70085e-05	0	0	0	0	3.27559e-05	3.05821e-05	0.000110626	0	2.52404e-05	0	0	0	0	0.000247546	0	0	0	0	0	2.33741e-05	0	0	2.79579e-05	2.2751e-05	0	0	0	0	0	0	5.02385e-05	0	9.4547e-05	0
PWY-7396: butanol and isobutanol biosynthesis (engineered)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.34309e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7399: methylphosphonate degradation II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.75153e-06	0	0	0	0	0	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	0.000358583	0.000539723	0.000116922	0.000332421	0.000477864	0.000282795	0.000177341	0	0	0.000333201	0.000338693	0.000172924	0.000209256	0.000348352	0.000202872	0.000200922	0.000354245	0.00021937	0.000264389	0.00010173	0.000414365	0.000340751	0.000200058	0.000206743	0.000339511	0	0.000413536	0	0.000409225	0.000249151	0.000210306	0	0.000216764	0.000540824	8.29206e-05	0	0.000255616	0.00021776	0	0.000228576	0
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)	0	5.13814e-05	0	3.85745e-06	0	0	0	0	0	0	0	0	0	2.42789e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56155e-05	0	0	0	0	0	0	0	0	0	0	0
